"id","kind","file","line","owner","mysql_pattern_category","postgres_target_design","source_snippet","test_status"
"S1-SQL-130","sql_tag","server/db.ts","4775","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","conditions.push(sql`${marketplaceOrders.listingId} NOT IN (","not_started"
"S1-SQL-131","sql_tag","server/db.ts","4834","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sellerName: sql<string>`COALESCE(${sellerProfiles.displayName}, ${sellerAlias.name}, '平台自有商品')`,","not_started"
"S1-SQL-132","sql_tag","server/db.ts","4849","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const countRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-133","sql_tag","server/db.ts","4964","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.orderStatus} != 'pending_payment'`","not_started"
"S1-SQL-134","sql_tag","server/db.ts","5009","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.orderStatus} != 'pending_payment'`","not_started"
"S1-SQL-135","sql_tag","server/db.ts","5043","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","status: sql<string>`'completed'`,","not_started"
"S1-SQL-136","sql_tag","server/db.ts","5068","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [listingCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceListings).where(eq(marketplaceListings.status, 'active'));","not_started"
"S1-SQL-137","sql_tag","server/db.ts","5069","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [orderCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders);","not_started"
"S1-SQL-138","sql_tag","server/db.ts","5070","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [pendingPaymentCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-139","sql_tag","server/db.ts","5072","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [pendingAlipay] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-140","sql_tag","server/db.ts","5076","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.orderStatus} != 'cancelled'`,","not_started"
"S1-SQL-141","sql_tag","server/db.ts","5077","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.alipayProofImageUrl} IS NOT NULL`","not_started"
"S1-SQL-142","sql_tag","server/db.ts","5079","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [sellerCount] = await db.select({ count: sql<number>`count(*)` }).from(sellerProfiles).where(eq(sellerProfiles.isActive, true));","not_started"
"S1-SQL-143","sql_tag","server/db.ts","5083","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [pendingAuctionReview] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceListings).where(and(eq(marketplaceListings.listingMode as any, 'auction'), eq(marketplaceListings.isHighValueReview as any, true), eq(marketplaceListings.status, 'active')));","not_started"
"S1-SQL-144","sql_tag","server/db.ts","5085","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [disputeCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders).where(eq(marketplaceOrders.orderStatus, 'disputed'));","not_started"
"S1-SQL-145","sql_tag","server/db.ts","5089","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalSales: sql<string>`COALESCE(SUM(subtotalHkd), 0)`,","not_started"
"S1-SQL-146","sql_tag","server/db.ts","5090","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","completedCount: sql<number>`count(*)`,","not_started"
"S1-SQL-147","sql_tag","server/db.ts","5094","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalFees: sql<string>`COALESCE(SUM(platformFeeHkd), 0)`,","not_started"
"S1-SQL-148","sql_tag","server/db.ts","5106","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","total: sql<string>`COALESCE(SUM(subtotalHkd), 0)`,","not_started"
"S1-SQL-149","sql_tag","server/db.ts","5108","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".where(and(inArray(marketplaceOrders.orderStatus, paidStatuses as any[]), sql`createdAt >= ${firstDayOfMonth}`));","not_started"
"S1-SQL-150","sql_tag","server/db.ts","5110","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","total: sql<string>`COALESCE(SUM(subtotalHkd), 0)`,","not_started"
"S1-SQL-151","sql_tag","server/db.ts","5112","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".where(and(inArray(marketplaceOrders.orderStatus, paidStatuses as any[]), sql`createdAt >= ${firstDayOfLastMonth}`, sql`createdAt < ${firstDayOfMonth}`));","not_started"
"S1-SQL-152","sql_tag","server/db.ts","5112","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".where(and(inArray(marketplaceOrders.orderStatus, paidStatuses as any[]), sql`createdAt >= ${firstDayOfLastMonth}`, sql`createdAt < ${firstDayOfMonth}`));","not_started"
"S1-SQL-153","sql_tag","server/db.ts","5114","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [stripeCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-154","sql_tag","server/db.ts","5116","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [alipayCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-155","sql_tag","server/db.ts","5119","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [thisMonthCancelledOrders] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-156","sql_tag","server/db.ts","5122","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`createdAt >= ${firstDayOfMonth}`","not_started"
"S1-SQL-157","sql_tag","server/db.ts","5125","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [pendingProofCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-158","sql_tag","server/db.ts","5128","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.alipayProofSubmittedAt} IS NOT NULL`","not_started"
"S1-SQL-159","sql_tag","server/db.ts","5131","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [todayRejectedProofCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-160","sql_tag","server/db.ts","5134","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.alipayProofSubmittedAt} >= ${todayStartMs.getTime()}`","not_started"
"S1-SQL-161","sql_tag","server/db.ts","5137","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [overdueProofCount] = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-162","sql_tag","server/db.ts","5140","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.alipayProofSubmittedAt} IS NOT NULL`,","not_started"
"S1-SQL-163","sql_tag","server/db.ts","5141","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.alipayProofSubmittedAt} < ${fortyEightHoursAgoMs}`","not_started"
"S1-SQL-164","sql_tag","server/db.ts","5302","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const countRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders)","not_started"
"S1-SQL-165","sql_tag","server/db.ts","5321","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","avg: sql<string>`AVG(rating)`,","not_started"
"S1-SQL-166","sql_tag","server/db.ts","5322","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","cnt: sql<number>`COUNT(*)`,","not_started"
"S1-SQL-167","sql_tag","server/db.ts","5345","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const countRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceReviews)","not_started"
"S1-SQL-168","sql_tag","server/db.ts","5518","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${offers.id} != ${acceptedOfferId}`","not_started"
"S1-SQL-169","sql_tag","server/db.ts","5526","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${offers.id} != ${acceptedOfferId}`","not_started"
"S1-SQL-170","sql_tag","server/db.ts","5546","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [countResult] = await db.select({ count: sql<number>`count(*)` }).from(listingReports).where(conditions.length ? and(...conditions) : undefined);","not_started"
"S1-SQL-171","sql_tag","server/db.ts","5571","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract","yearMonth: sql<string>`DATE_FORMAT(createdAt, '%Y-%m')`,","not_started"
"S1-SQL-172","sql_tag","server/db.ts","5572","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalSales: sql<string>`COALESCE(SUM(subtotalHkd), 0)`,","not_started"
"S1-SQL-173","sql_tag","server/db.ts","5573","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","orderCount: sql<number>`count(*)`,","not_started"
"S1-SQL-174","sql_tag","server/db.ts","5574","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripeCount: sql<number>`SUM(CASE WHEN paymentMethod = 'stripe' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-175","sql_tag","server/db.ts","5575","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipayCount: sql<number>`SUM(CASE WHEN paymentMethod = 'alipay_hk' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-176","sql_tag","server/db.ts","5576","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","platformSales: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-177","sql_tag","server/db.ts","5577","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sellerSales: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'seller' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-178","sql_tag","server/db.ts","5578","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sellerFees: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-179","sql_tag","server/db.ts","5580","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-180","sql_tag","server/db.ts","5581","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionCount: sql<number>`SUM(CASE WHEN orderSource = 'auction' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-181","sql_tag","server/db.ts","5582","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionPlatformSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' AND sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-182","sql_tag","server/db.ts","5583","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","auctionSellerFees: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' AND sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-183","sql_tag","server/db.ts","5584","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","directSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource != 'auction' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-184","sql_tag","server/db.ts","5585","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","directCount: sql<number>`SUM(CASE WHEN orderSource != 'auction' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-185","sql_tag","server/db.ts","5589","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract",".groupBy(sql`DATE_FORMAT(createdAt, '%Y-%m')`)","not_started"
"S1-SQL-186","sql_tag","server/db.ts","5590","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract",".orderBy(sql`DATE_FORMAT(createdAt, '%Y-%m') DESC`)","not_started"
"S1-SQL-187","sql_tag","server/db.ts","5595","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","yearMonth: sql<string>`DATE_FORMAT(createdAt, '%Y-%m')`,","not_started"
"S1-SQL-188","sql_tag","server/db.ts","5596","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","refundedCount: sql<number>`SUM(CASE WHEN orderStatus = 'refunded' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-189","sql_tag","server/db.ts","5597","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","cancelledCount: sql<number>`SUM(CASE WHEN orderStatus = 'cancelled' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-190","sql_tag","server/db.ts","5598","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","refundedAmount: sql<string>`COALESCE(SUM(CASE WHEN orderStatus = 'refunded' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-191","sql_tag","server/db.ts","5602","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract",".groupBy(sql`DATE_FORMAT(createdAt, '%Y-%m')`)","not_started"
"S1-SQL-192","sql_tag","server/db.ts","5603","Platform domain (manual owner assignment required)","date_time","Replace with date_trunc/to_char/interval and UTC contract",".orderBy(sql`DATE_FORMAT(createdAt, '%Y-%m') DESC`);","not_started"
"S1-SQL-193","sql_tag","server/db.ts","5619","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalSales: sql<string>`COALESCE(SUM(subtotalHkd), 0)`,","not_started"
"S1-SQL-194","sql_tag","server/db.ts","5620","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalFees: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-195","sql_tag","server/db.ts","5621","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalOrders: sql<number>`count(*)`,","not_started"
"S1-SQL-196","sql_tag","server/db.ts","5622","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","platformSales: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-197","sql_tag","server/db.ts","5623","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sellerSales: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'seller' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-198","sql_tag","server/db.ts","5624","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sellerReceivable: sql<string>`COALESCE(SUM(CASE WHEN sellerType = 'seller' THEN sellerReceivableHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-199","sql_tag","server/db.ts","5625","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripeCount: sql<number>`SUM(CASE WHEN paymentMethod = 'stripe' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-200","sql_tag","server/db.ts","5626","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipayCount: sql<number>`SUM(CASE WHEN paymentMethod = 'alipay_hk' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-201","sql_tag","server/db.ts","5627","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripeSales: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'stripe' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-202","sql_tag","server/db.ts","5628","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipaySales: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'alipay_hk' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-203","sql_tag","server/db.ts","5629","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripePlatformSales: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'stripe' AND sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-204","sql_tag","server/db.ts","5630","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipayPlatformSales: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'alipay_hk' AND sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-205","sql_tag","server/db.ts","5631","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripeSellerFees: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'stripe' AND sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-206","sql_tag","server/db.ts","5632","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipaySellerFees: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'alipay_hk' AND sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-207","sql_tag","server/db.ts","5634","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-208","sql_tag","server/db.ts","5635","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionCount: sql<number>`SUM(CASE WHEN orderSource = 'auction' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-209","sql_tag","server/db.ts","5636","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionPlatformSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' AND sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-210","sql_tag","server/db.ts","5637","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionSellerSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' AND sellerType = 'seller' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-211","sql_tag","server/db.ts","5638","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","auctionSellerFees: sql<string>`COALESCE(SUM(CASE WHEN orderSource = 'auction' AND sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-212","sql_tag","server/db.ts","5639","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","directSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource != 'auction' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-213","sql_tag","server/db.ts","5640","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","directCount: sql<number>`SUM(CASE WHEN orderSource != 'auction' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-214","sql_tag","server/db.ts","5641","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","directPlatformSales: sql<string>`COALESCE(SUM(CASE WHEN orderSource != 'auction' AND sellerType = 'platform' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-215","sql_tag","server/db.ts","5642","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","directSellerFees: sql<string>`COALESCE(SUM(CASE WHEN orderSource != 'auction' AND sellerType = 'seller' THEN platformFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-216","sql_tag","server/db.ts","5647","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","refundedCount: sql<number>`SUM(CASE WHEN orderStatus = 'refunded' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-217","sql_tag","server/db.ts","5648","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","cancelledCount: sql<number>`SUM(CASE WHEN orderStatus = 'cancelled' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-218","sql_tag","server/db.ts","5649","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","refundedAmount: sql<string>`COALESCE(SUM(CASE WHEN orderStatus = 'refunded' THEN subtotalHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-219","sql_tag","server/db.ts","5654","Platform domain (manual owner assignment required)","date_time","Replace with date_trunc/to_char/interval and UTC contract","yearMonth: sql<string>`DATE_FORMAT(createdAt, '%Y-%m')`,","not_started"
"S1-SQL-220","sql_tag","server/db.ts","5655","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract","gradingRevenue: sql<string>`COALESCE(SUM(totalFeeHkd), 0)`,","not_started"
"S1-SQL-221","sql_tag","server/db.ts","5656","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract","gradingCount: sql<number>`count(*)`,","not_started"
"S1-SQL-222","sql_tag","server/db.ts","5657","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract","upgradeRevenue: sql<string>`COALESCE(SUM(CASE WHEN upgradePaidAt IS NOT NULL THEN upgradeDiffFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-223","sql_tag","server/db.ts","5658","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract","upgradeCount: sql<number>`SUM(CASE WHEN upgradePaidAt IS NOT NULL THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-224","sql_tag","server/db.ts","5662","Marketplace & transactions","date_time","Replace with date_trunc/to_char/interval and UTC contract",".groupBy(sql`DATE_FORMAT(createdAt, '%Y-%m')`)","not_started"
"S1-SQL-225","sql_tag","server/db.ts","5663","Platform domain (manual owner assignment required)","date_time","Replace with date_trunc/to_char/interval and UTC contract",".orderBy(sql`DATE_FORMAT(createdAt, '%Y-%m') DESC`);","not_started"
"S1-SQL-226","sql_tag","server/db.ts","5680","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalGradingRevenue: sql<string>`COALESCE(SUM(totalFeeHkd), 0)`,","not_started"
"S1-SQL-227","sql_tag","server/db.ts","5681","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalGradingCount: sql<number>`count(*)`,","not_started"
"S1-SQL-228","sql_tag","server/db.ts","5682","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalUpgradeRevenue: sql<string>`COALESCE(SUM(CASE WHEN upgradePaidAt IS NOT NULL THEN upgradeDiffFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-229","sql_tag","server/db.ts","5683","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalUpgradeCount: sql<number>`SUM(CASE WHEN upgradePaidAt IS NOT NULL THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-230","sql_tag","server/db.ts","5684","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripeGradingRevenue: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'stripe' THEN totalFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-231","sql_tag","server/db.ts","5685","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","stripeGradingCount: sql<number>`SUM(CASE WHEN paymentMethod = 'stripe' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-232","sql_tag","server/db.ts","5686","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipayGradingRevenue: sql<string>`COALESCE(SUM(CASE WHEN paymentMethod = 'alipay_hk' THEN totalFeeHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-233","sql_tag","server/db.ts","5687","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","alipayGradingCount: sql<number>`SUM(CASE WHEN paymentMethod = 'alipay_hk' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-234","sql_tag","server/db.ts","5695","Operations & platform","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","totalBatchCost: sql<string>`COALESCE(SUM(batchCostHkd), 0)`,","not_started"
"S1-SQL-235","sql_tag","server/db.ts","5696","Operations & platform","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","batchCount: sql<number>`count(*)`,","not_started"
"S1-SQL-236","sql_tag","server/db.ts","5701","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","paidOutAmount: sql<string>`COALESCE(SUM(CASE WHEN payoutStatus = 'paid' THEN sellerReceivableHkd ELSE 0 END), 0)`,","not_started"
